,SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
2682,SBIN,State Bank of India,EQ,Dividend-Rs.29/ Per Share,1.0,10-Jun-2009,-,12-Jun-2009,19-Jun-2009
2894,SBIN,State Bank of India,EQ,Final Dividend-Rs.20/- Per Share (Purpose Revised),1.0,09-Jun-2010,-,11-Jun-2010,16-Jun-2010
3955,SBIN,State Bank of India,EQ,Dividend-Rs.30/- Per Share (Purpose Revised),1.0,20-May-2011,-,24-May-2011,28-May-2011
5106,SBIN,State Bank of India,EQ,Annual General Meeting And Dividend Rs 35 Per Share (Purpose Revised),1.0,24-May-2012,-,26-May-2012,31-May-2012
6198,SBIN,State Bank of India,EQ,Dividend Rs 41.50 Per Share (Purpose Revised),1.0,28-May-2013,-,30-May-2013,03-Jun-2013
7251,SBIN,State Bank of India,EQ,Interim Dividend Rs 15 Per Share,1.0,11-Mar-2014,-,13-Mar-2014,17-Mar-2014
7325,SBIN,State Bank of India,EQ,Annual General Meeting And Dividend Rs 15 Per Share (Purpose Revised),1.0,29-May-2014,-,31-May-2014,04-Jun-2014
8398,SBIN,State Bank of India,EQ,Dividend - Rs 3.50/- Per Share (Purpose Revised),1.0,28-May-2015,-,30-May-2015,03-Jun-2015
9656,SBIN,State Bank of India,EQ, Dividend - Rs 2.60/- Per Share,1.0,03-Jun-2016,-,07-Jun-2016,11-Jun-2016
10571,SBIN,State Bank of India,EQ, Dividend - Rs 2.60 Per Share (Purpose Revised),1.0,26-May-2017,-,30-May-2017,03-Jun-2017
15050,SBIN,State Bank of India,EQ, Dividend - Rs 4 Per Share,1.0,03-Jun-2021,04-Jun-2021,-,-
16296,SBIN,State Bank of India,EQ,Dividend - Rs 7.10 Per Share,1.0,25-May-2022,-,27-May-2022,31-May-2022
17684,SBIN,State Bank of India,EQ,Dividend - Rs 11.30 Per Share,1.0,31-May-2023,-,01-Jun-2023,05-Jun-2023
19138,SBIN,State Bank of India,EQ,Dividend - Rs 13.70 Per Share,1.0,22-May-2024,22-May-2024,-,-
371,SHRIRAMFIN,Shriram Finance Limited,EQ,Agm/Dividend-15%,10.0,30-Aug-2005,-,01-Sep-2005,09-Sep-2005
668,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend-20%,10.0,13-Jul-2006,14-Jul-2006,-,-
1417,SHRIRAMFIN,Shriram Finance Limited,EQ,Agm/Final Dividend-20%,10.0,10-Aug-2007,-,14-Aug-2007,17-Aug-2007
1723,SHRIRAMFIN,Shriram Finance Limited,EQ,Int Dividend-Re.1 Per Sh,10.0,17-Dec-2007,18-Dec-2007,-,-
2557,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - 10%,10.0,10-Nov-2008,11-Nov-2008,-,-
3731,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend-Rs.2.50 Per Share,10.0,08-Nov-2010,09-Nov-2010,-,-
3989,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting And Final Dividend-Rs.4/- Per Share,10.0,10-Jun-2011,-,14-Jun-2011,24-Jun-2011
4903,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend Rs.2.50 Per Share,10.0,21-Nov-2011,22-Nov-2011,-,-
5168,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting And Dividend - Rs.4/- Per Share,10.0,21-Jun-2012,-,25-Jun-2012,05-Jul-2012
5966,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend Rs 3 Per Share,10.0,15-Nov-2012,16-Nov-2012,-,-
6266,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting And Dividend - Rs.4/- Per Share,10.0,21-Jun-2013,-,25-Jun-2013,05-Jul-2013
7077,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 3/- Per Share,10.0,13-Nov-2013,15-Nov-2013,-,-
7379,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting / Final Dividend - Rs 4/- Per Share,10.0,25-Jun-2014,-,27-Jun-2014,09-Jul-2014
8169,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend Rs.4/- Per Share (Purpose Revised),10.0,30-Oct-2014,31-Oct-2014,-,-
8598,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting/ Dividend - Rs 6/- Per Share,10.0,22-Jul-2015,-,24-Jul-2015,31-Jul-2015
9200,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend -  Rs 4/- Per Share (Purposed Revised),10.0,05-Nov-2015,06-Nov-2015,-,-
9764,SHRIRAMFIN,Shriram Finance Limited,EQ, Annual General Meeting/Dividend -Rs 6/- Per Share,10.0,18-Jul-2016,-,20-Jul-2016,27-Jul-2016
10295,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend Rs 4/- Per Share (Purpose Revised),10.0,03-Nov-2016,04-Nov-2016,-,-
10610,SHRIRAMFIN,Shriram Finance Limited,EQ, Annual General Meeting/Dividend - Rs 6/- Per Shre,10.0,21-Jun-2017,-,23-Jun-2017,29-Jun-2017
11424,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend - Rs 5/- Per Share (Purpose Revised),10.0,10-Nov-2017,13-Nov-2017,-,-
11837,SHRIRAMFIN,Shriram Finance Limited,EQ, Annual General Meeting/Dividend Rs 6/- Per Share,10.0,18-Jul-2018,-,20-Jul-2018,26-Jul-2018
12546,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend - Rs 5 Per Sh,10.0,05-Nov-2018,06-Nov-2018,-,-
12871,SHRIRAMFIN,Shriram Finance Limited,EQ, Annual General Meeting/Dividend - Rs 7 Per Share,10.0,19-Jun-2019,-,21-Jun-2019,27-Jun-2019
13722,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend-Rs 5 Per Sh,10.0,07-Nov-2019,08-Nov-2019,-,-
14709,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend - Rs 6 Per Share,10.0,09-Nov-2020,10-Nov-2020,-,-
14996,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend - Rs 6 Per Share,10.0,05-Apr-2021,06-Apr-2021,-,-
15069,SHRIRAMFIN,Shriram Finance Limited,EQ, Annual General Meeting/Dividend - Rs 6 Per Share,10.0,16-Jun-2021,-,18-Jun-2021,24-Jun-2021
15925,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend - Rs 8 Per Share,10.0,09-Nov-2021,10-Nov-2021,-,-
16219,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 12 Per Share,10.0,11-Mar-2022,14-Mar-2022,-,-
17395,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 15 Per Share,10.0,03-Jan-2023,04-Jan-2023,-,-
17741,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting/Dividend - Rs 20 Per Share,10.0,16-Jun-2023,-,17-Jun-2023,23-Jun-2023
18741,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 20 Per Share,10.0,06-Nov-2023,06-Nov-2023,-,-
18911,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 10 Per Share,10.0,06-Feb-2024,06-Feb-2024,-,-
19436,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting/Dividend - Rs  15 Per Share,10.0,23-Jul-2024,-,24-Jul-2024,30-Jul-2024
462,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Agm/Dividend-75%,1.0,19-Sep-2005,-,21-Sep-2005,30-Sep-2005
831,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Agm/Dividend-110%,1.0,06-Sep-2006,-,08-Sep-2006,13-Sep-2006
1089,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend-135%    Purpose Revised,1.0,15-Mar-2007,16-Mar-2007,-,-
2216,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend - 210%,1.0,25-Aug-2008,-,27-Aug-2008,06-Sep-2008
3446,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend-Rs.13.75 Per Share,1.0,09-Sep-2010,-,14-Sep-2010,24-Sep-2010
4529,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Annual General Meeting And Dividend Rs.3.50 Per Share,1.0,02-Sep-2011,-,06-Sep-2011,16-Sep-2011
5559,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend Rs.4.25 Per Share (Purpose Revised),1.0,14-Aug-2012,16-Aug-2012,-,-
6963,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Annual General Meeting / Dividend - Rs 2.50/- Per Share,1.0,19-Sep-2013,-,23-Sep-2013,30-Sep-2013
7934,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Annual General Meeting / Dividend - Rs 1.50/- Per Share,1.0,11-Sep-2014,-,13-Sep-2014,27-Sep-2014
9178,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/ Dividend - Rs 3/- Per Share,1.0,21-Oct-2015,-,24-Oct-2015,31-Oct-2015
10075,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend Re 1/- Per Share,1.0,08-Sep-2016,-,10-Sep-2016,17-Sep-2016
11283,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Rs 3.50 Per Share,1.0,18-Sep-2017,-,20-Sep-2017,26-Sep-2017
12364,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend Rs 2 Per Share,1.0,17-Sep-2018,-,19-Sep-2018,26-Sep-2018
13331,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Rs 2.75 Per Share,1.0,20-Aug-2019,-,22-Aug-2019,28-Aug-2019
13866,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Interim Dividend - Rs 3 Per Share,1.0,17-Feb-2020,18-Feb-2020,-,-
14385,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Re 1 Per Share,1.0,19-Aug-2020,-,21-Aug-2020,27-Aug-2020
14852,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Interim Dividend - Rs 5.50 Per Share,1.0,09-Feb-2021,10-Feb-2021,-,-
15470,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Rs 2 Per Share,1.0,23-Aug-2021,-,25-Aug-2021,31-Aug-2021
16103,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend - Rs 7 Per Share,1.0,09-Feb-2022,10-Feb-2022,-,-
16825,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend - Rs 3 Per Share,1.0,19-Aug-2022,22-Aug-2022,-,-
17459,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend - Rs 7.50 Per Share,1.0,08-Feb-2023,08-Feb-2023,-,-
18029,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend - Rs 4 Per Share,1.0,28-Jul-2023,28-Jul-2023,-,-
18942,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend - Rs 8.50 Per Share,1.0,09-Feb-2024,09-Feb-2024,-,-
19346,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend - Rs 5 Per Share,1.0,12-Jul-2024,12-Jul-2024,-,-
278,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Agm/Dividend-100%,1.0,21-Jul-2005,-,23-Jul-2005,09-Aug-2005
3249,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,1.0,05-Aug-2010,-,08-Aug-2010,23-Aug-2010
4417,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,1.0,10-Aug-2011,-,12-Aug-2011,30-Aug-2011
5538,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/ Dividend Rs. 2.15 Per Share,1.0,09-Aug-2012,-,11-Aug-2012,31-Aug-2012
6289,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/Dividend Rs 2.15/- Per Share,1.0,27-Jun-2013,-,02-Jul-2013,15-Jul-2013
7662,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting / Dividend - Rs 2.25/- Per Share,1.0,05-Aug-2014,-,07-Aug-2014,14-Aug-2014
8658,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/ Dividend - Rs 2.25/- Per Share,1.0,30-Jul-2015,-,01-Aug-2015,14-Aug-2015
9922,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/Dividend Rs 2.25 Per Share,1.0,08-Aug-2016,-,10-Aug-2016,24-Aug-2016
10931,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/Dividend- Rs 2.35 Per Share,1.0,04-Aug-2017,-,08-Aug-2017,18-Aug-2017
11710,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting / Dividend- Rs 2.50 Per Share,1.0,20-Jun-2018,-,22-Jun-2018,05-Jul-2018
12831,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/ Dividend - Rs 2.50 Per Share,1.0,24-May-2019,-,28-May-2019,04-Jun-2019
14226,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/Dividend -Rs 2.70 Per Share,1.0,18-Jun-2020,-,22-Jun-2020,29-Jun-2020
15060,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/Dividend - Rs 4.05 Per Share,1.0,10-Jun-2021,-,12-Jun-2021,18-Jun-2021
16325,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/Dividend - Rs  6.05 Per Share,1.0,09-Jun-2022,-,11-Jun-2022,17-Jun-2022
17661,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/Dividend - Rs 8.45 Per Share,1.0,19-May-2023,-,20-May-2023,26-May-2023
19146,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Dividend - Rs 7.75 Per Share,1.0,24-May-2024,24-May-2024,-,-
607,TATAMOTORS,Tata Motors Limited,EQ,Dividend-130%,2.0,23-Jun-2006,-,27-Jun-2006,11-Jul-2006
1201,TATAMOTORS,Tata Motors Limited,EQ,Agm/Dividend-150%,2.0,01-Jun-2007,-,05-Jun-2007,12-Jun-2007
1882,TATAMOTORS,Tata Motors Limited,EQ,Dividend-Rs.15 Per Share Purpose Revised,2.0,16-Jun-2008,-,18-Jun-2008,26-Jun-2008
2722,TATAMOTORS,Tata Motors Limited,EQ,Dividend-Rs.6/- Per Share,2.0,03-Aug-2009,-,05-Aug-2009,25-Aug-2009
3272,TATAMOTORS,Tata Motors Limited,EQ,Dividend-Rs.15/- Per Share,2.0,10-Aug-2010,-,12-Aug-2010,01-Sep-2010
4209,TATAMOTORS,Tata Motors Limited,EQ,Dividend-Rs.20/- Per Share,2.0,19-Jul-2011,-,21-Jul-2011,12-Aug-2011
5322,TATAMOTORS,Tata Motors Limited,EQ,Dividend Rs 4 Per Share,2.0,18-Jul-2012,-,20-Jul-2012,10-Aug-2012
6542,TATAMOTORS,Tata Motors Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,2.0,30-Jul-2013,-,01-Aug-2013,21-Aug-2013
7431,TATAMOTORS,Tata Motors Limited,EQ,Annual General Meeting / Dividend - Rs 2/- Per Share,2.0,09-Jul-2014,-,11-Jul-2014,31-Jul-2014
9760,TATAMOTORS,Tata Motors Limited,EQ, Dividend - Re 0.20/- Per Share,2.0,18-Jul-2016,-,20-Jul-2016,09-Aug-2016
18006,TATAMOTORS,Tata Motors Limited,EQ,Dividend - Rs 2 Per Share,2.0,28-Jul-2023,-,29-Jul-2023,08-Aug-2023
19189,TATAMOTORS,Tata Motors Limited,EQ,Dividend - Rs 3 Per Share & Special Dividend - Rs 3 Per Share,2.0,11-Jun-2024,11-Jun-2024,-,-
131,TATASTEEL,Tata Steel Limited,EQ,Dividend-130%,1.0,07-Jun-2005,-,09-Jun-2005,29-Jun-2005
556,TATASTEEL,Tata Steel Limited,EQ,Agm/Dividend-130%        Purpose Revised,1.0,26-May-2006,-,30-May-2006,19-Jun-2006
2055,TATASTEEL,Tata Steel Limited,EQ,Agm/Dividend - 160%,1.0,18-Jul-2008,-,22-Jul-2008,31-Jul-2008
3033,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting And Dividend Rs.8/- Per Share,1.0,12-Jul-2010,-,14-Jul-2010,20-Jul-2010
4071,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting/Dividend Rs 12 Per Share,1.0,04-Jul-2011,-,06-Jul-2011,12-Jul-2011
5302,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting/Dividend Rs 12 Per Share,1.0,16-Jul-2012,-,18-Jul-2012,24-Jul-2012
6379,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting / Dividend - Rs.8/- Per Ordinary Share,1.0,15-Jul-2013,-,17-Jul-2013,23-Jul-2013
7461,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting / Dividend - Rs.10/- Per Ordinary Share,1.0,14-Jul-2014,-,16-Jul-2014,22-Jul-2014
8615,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting / Dividend - Rs. 8/- Per Share,1.0,23-Jul-2015,-,25-Jul-2015,12-Aug-2015
9842,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting/Dividend Rs 8/- Per Share,1.0,28-Jul-2016,-,30-Jul-2016,12-Aug-2016
10765,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting/Dividend - Rs 10/- Per Share,1.0,20-Jul-2017,-,22-Jul-2017,08-Aug-2017
11751,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting / Dividend- Rs 10 Per Share,1.0,05-Jul-2018,-,07-Jul-2018,20-Jul-2018
12900,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting/Dividend - Rs 13 Per Share,1.0,04-Jul-2019,-,06-Jul-2019,19-Jul-2019
14337,TATASTEEL,Tata Steel Limited,EQ, Dividend - Rs 10 Per Share,1.0,06-Aug-2020,-,08-Aug-2020,20-Aug-2020
15079,TATASTEEL,Tata Steel Limited,EQ, Annual General Meeting/Dividend - Rs 25 Per Share,1.0,17-Jun-2021,-,19-Jun-2021,30-Jun-2021
16353,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting/Dividend - Rs  51 Per Share,1.0,15-Jun-2022,-,17-Jun-2022,28-Jun-2022
17762,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting/Dividend - Rs 3.60 Per Share,1.0,22-Jun-2023,-,23-Jun-2023,05-Jul-2023
19233,TATASTEEL,Tata Steel Limited,EQ,Dividend - Rs 3.60 Per Share,1.0,21-Jun-2024,21-Jun-2024,-,-
180,TCS,Tata Consultancy Services Limited,EQ,Agm/Dividend-500%,1.0,06-Jul-2005,-,08-Jul-2005,19-Jul-2005
588,TCS,Tata Consultancy Services Limited,EQ,Agm/Final Dividend-450%,1.0,16-Jun-2006,-,20-Jun-2006,29-Jun-2006
2912,TCS,Tata Consultancy Services Limited,EQ,Final Dividend Rs.4/- Per Share And Special Dividend Rs.10/- Per Share,1.0,15-Jun-2010,-,17-Jun-2010,28-Jun-2010
3210,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend Rs.2/- Per Share,1.0,29-Jul-2010,30-Jul-2010,-,-
3707,TCS,Tata Consultancy Services Limited,EQ,2nd Interim Dividend-Rs.2/- Per Share,1.0,01-Nov-2010,02-Nov-2010,-,-
3800,TCS,Tata Consultancy Services Limited,EQ,3rd Interim Dividend-Rs.2/- Per Share,1.0,27-Jan-2011,28-Jan-2011,-,-
3977,TCS,Tata Consultancy Services Limited,EQ,Dividend-Rs.8/- Per Share,1.0,08-Jun-2011,-,10-Jun-2011,23-Jun-2011
4327,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend Rs.3/- Per Share,1.0,28-Jul-2011,29-Jul-2011,-,-
4855,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs. 3/- Per Share,1.0,25-Oct-2011,29-Oct-2011,-,-
4947,TCS,Tata Consultancy Services Limited,EQ,3rd Interim Dividend Rs.3/- Per Share,1.0,25-Jan-2012,28-Jan-2012,-,-
5127,TCS,Tata Consultancy Services Limited,EQ,Annual General Meeting / Final Dividend - Rs.8/- / Special Dividend - Rs.8/-,1.0,07-Jun-2012,-,09-Jun-2012,15-Jun-2012
5384,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend Rs.3/- Per Share,1.0,23-Jul-2012,24-Jul-2012,-,-
5929,TCS,Tata Consultancy Services Limited,EQ,2nd Interim Dividend Rs 3 Per Share,1.0,31-Oct-2012,01-Nov-2012,-,-
6015,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend 3 Per Share,1.0,23-Jan-2013,24-Jan-2013,-,-
6218,TCS,Tata Consultancy Services Limited,EQ,Annual General Meeting And Dividend Rs.13/- Per Share,1.0,06-Jun-2013,-,08-Jun-2013,14-Jun-2013
6531,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 4/- Per Equity Share,1.0,29-Jul-2013,30-Jul-2013,-,-
7026,TCS,Tata Consultancy Services Limited,EQ,2nd Interim Dividend Rs.4/- Per Share,1.0,25-Oct-2013,28-Oct-2013,-,-
7145,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend Rs.4/- Per Share,1.0,27-Jan-2014,28-Jan-2014,-,-
7340,TCS,Tata Consultancy Services Limited,EQ,Annual General Meeting / Dividend - Rs. 20/- Per Equity Share,1.0,06-Jun-2014,-,10-Jun-2014,13-Jun-2014
7582,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 5/- Per Share + Special Dividend - Rs 40/- Per Share,1.0,28-Jul-2014,30-Jul-2014,-,-
8164,TCS,Tata Consultancy Services Limited,EQ,2nd Interim Dividend Rs.5/- Per Share,1.0,29-Oct-2014,30-Oct-2014,-,-
8239,TCS,Tata Consultancy Services Limited,EQ,Third Interim Dividend - Rs 5/- Per Share,1.0,27-Jan-2015,28-Jan-2015,-,-
8408,TCS,Tata Consultancy Services Limited,EQ,Annual General Meeting /Dividend - Rs 24/- Per Share,1.0,05-Jun-2015,-,09-Jun-2015,13-Jun-2015
8554,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 5.50/- Per Share,1.0,20-Jul-2015,21-Jul-2015,-,-
9182,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 5.50/- Per Share,1.0,23-Oct-2015,26-Oct-2015,-,-
9267,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 5.50/- Per Share,1.0,21-Jan-2016,22-Jan-2016,-,-
9657,TCS,Tata Consultancy Services Limited,EQ, Annual General Meeting/Dividend Rs 27/- Per Share,1.0,06-Jun-2016,-,08-Jun-2016,09-Jun-2016
9811,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 6.50/- Per Share,1.0,25-Jul-2016,26-Jul-2016,-,-
10276,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend- Rs 6.50/- Per Share,1.0,24-Oct-2016,25-Oct-2016,-,-
10371,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend Rs 6.50 Per Share ,1.0,23-Jan-2017,24-Jan-2017,-,-
10595,TCS,Tata Consultancy Services Limited,EQ, Annual General Meeting/Dividend - Rs 27.50/- Per Share,1.0,13-Jun-2017,-,15-Jun-2017,16-Jun-2017
10799,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 7/- Per Share,1.0,24-Jul-2017,25-Jul-2017,-,-
11383,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend Rs 7/- Per Share,1.0,25-Oct-2017,26-Oct-2017,-,-
11490,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 7 Per Share,1.0,22-Jan-2018,23-Jan-2018,-,-
11679,TCS,Tata Consultancy Services Limited,EQ, Bonus 1:1 /Dividend- Rs 29 Per Share,1.0,31-May-2018,02-Jun-2018,-,-
11823,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend- Rs 4 Per Share (Purpose Revised),1.0,17-Jul-2018,18-Jul-2018,-,-
12632,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 4 Per Share,1.0,17-Jan-2019,18-Jan-2019,-,-
12846,TCS,Tata Consultancy Services Limited,EQ, Dividend - Rs 18 Per Share,1.0,04-Jun-2019,06-Jun-2019,-,-
12980,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 5 Per Share,1.0,16-Jul-2019,17-Jul-2019,-,-
13688,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 5 Per Share And Special Dividend - Rs 40 Per Share,1.0,17-Oct-2019,18-Oct-2019,-,-
13799,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 5 Per Share,1.0,23-Jan-2020,25-Jan-2020,-,-
14135,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 12 Per Share,1.0,19-Mar-2020,20-Mar-2020,-,-
14214,TCS,Tata Consultancy Services Limited,EQ, Dividend - Rs 6 Per Share,1.0,03-Jun-2020,04-Jun-2020,-,-
14268,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs    5 Per Share,1.0,16-Jul-2020,17-Jul-2020,-,-
14663,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 12 Per Share,1.0,14-Oct-2020,15-Oct-2020,-,-
14812,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 6 Per Share,1.0,14-Jan-2021,16-Jan-2021,-,-
15037,TCS,Tata Consultancy Services Limited,EQ, Dividend - Rs 15 Per Share,1.0,25-May-2021,27-May-2021,-,-
15161,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 7 Per Share,1.0,15-Jul-2021,16-Jul-2021,-,-
15860,TCS,Tata Consultancy Services Limited,EQ, Interim Dividend - Rs 7 Per Share,1.0,14-Oct-2021,19-Oct-2021,-,-
16037,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 7 Per Share,1.0,19-Jan-2022,20-Jan-2022,-,-
16298,TCS,Tata Consultancy Services Limited,EQ,Dividend - Rs 22 Per Share,1.0,25-May-2022,26-May-2022,-,-
16475,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend- Rs 8 Per Share,1.0,14-Jul-2022,16-Jul-2022,-,-
17255,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 8 Per Share,1.0,17-Oct-2022,18-Oct-2022,-,-
17397,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 8 Per Share Special Dividend - Rs 67 Per Share,1.0,16-Jan-2023,17-Jan-2023,-,-
17733,TCS,Tata Consultancy Services Limited,EQ,Dividend - Rs 24 Per Share,1.0,15-Jun-2023,15-Jun-2023,-,-
17904,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 9 Per Share,1.0,20-Jul-2023,20-Jul-2023,-,-
18700,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 9 Per Share,1.0,19-Oct-2023,19-Oct-2023,-,-
18866,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 9 Per Share Special Dividend - Rs 18 Per Share,1.0,19-Jan-2024,19-Jan-2024,-,-
