,symbol,companyName,industry,isFNOSec,isETFSec,isDelisted,isin,index
246,IGL,Indraprastha Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE203G01027,NIFTY MIDCAP 100
247,APLAPOLLO,APL Apollo Tubes Limited,Iron & Steel Products,False,False,False,INE702C01027,NIFTY MIDCAP 100
248,POLICYBZR,PB Fintech Limited,Financial Technology (Fintech),False,False,False,INE417T01026,NIFTY MIDCAP 100
249,NMDC,NMDC Limited,Industrial Minerals,True,False,False,INE584A01023,NIFTY MIDCAP 100
250,PAYTM,One 97 Communications Limited,Financial Technology (Fintech),False,False,False,INE982J01020,NIFTY MIDCAP 150
251,BSE,BSE Limited,Exchange and Data Platform,False,False,False,INE118H01025,NIFTY MIDCAP 150
252,HUDCO,Housing & Urban Development Corporation Limited,Financial Institution,False,False,False,INE031A07873,NIFTY MIDCAP 150
253,RVNL,Rail Vikas Nigam Limited,Civil Construction,False,False,False,INE415G01027,NIFTY MIDCAP 150
254,DIXON,Dixon Technologies (India) Limited,Consumer Electronics,True,False,False,INE935N01020,NIFTY MIDCAP 150
255,IREDA,Indian Renewable Energy Development Agency Limited,Financial Institution,False,False,False,INE202E07112,NIFTY MIDCAP 150
256,BALKRISIND,Balkrishna Industries Limited,Tyres & Rubber Products,True,False,False,INE787D01026,NIFTY MIDCAP 150
257,IRB,IRB Infrastructure Developers Limited,Civil Construction,False,False,False,INE821I01022,NIFTY MIDCAP 150
258,SOLARINDS,Solar Industries India Limited,Explosives,False,False,False,INE343H01029,NIFTY MIDCAP 150
259,INDHOTEL,The Indian Hotels Company Limited,Hotels & Resorts,True,False,False,INE053A08081,NIFTY MIDCAP 150
260,PRESTIGE,Prestige Estates Projects Limited,Residential Commercial Projects,False,False,False,INE811K01011,NIFTY MIDCAP 150
261,COCHINSHIP,Cochin Shipyard Limited,Ship Building & Allied Services,False,False,False,INE704P01025,NIFTY MIDCAP 150
262,BHARTIHEXA,Bharti Hexacom Limited,Telecom - Cellular & Fixed line services,False,False,False,INE343G01021,NIFTY MIDCAP 150
263,CRISIL,CRISIL Limited,Other Financial Services,False,False,False,INE007A01025,NIFTY MIDCAP 150
264,MAZDOCK,Mazagon Dock Shipbuilders Limited,Ship Building & Allied Services,False,False,False,INE249Z01012,NIFTY MIDCAP 150
265,MAXHEALTH,Max Healthcare Institute Limited,Hospital,False,False,False,INE027H01010,NIFTY MIDCAP 150
266,SUZLON,Suzlon Energy Limited,Heavy Electrical Equipment,False,False,False,INE040H01021,NIFTY MIDCAP 150
267,FACT,Fertilizers and Chemicals Travancore Limited,Fertilizers,False,False,False,INE188A01015,NIFTY MIDCAP 150
268,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Pharmaceuticals,False,False,False,INE159A01016,NIFTY MIDCAP 150
269,IOB,Indian Overseas Bank,Public Sector Bank,False,False,False,INE565A01014,NIFTY MIDCAP 150
270,NLCINDIA,NLC India Limited,Power Generation,False,False,False,INE589A01014,NIFTY MIDCAP 150
271,IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,True,False,False,INE571A01038,NIFTY MIDCAP 150
272,CUMMINSIND,Cummins India Limited,Compressors Pumps & Diesel Engines,True,False,False,INE298A01020,NIFTY MIDCAP 150
273,IDEA,Vodafone Idea Limited,Telecom - Cellular & Fixed line services,True,False,False,INE669E01016,NIFTY MIDCAP 150
274,FLUOROCHEM,Gujarat Fluorochemicals Limited,Specialty Chemicals,False,False,False,INE09N301011,NIFTY MIDCAP 150
275,BDL,Bharat Dynamics Limited,Aerospace & Defense,False,False,False,INE171Z01026,NIFTY MIDCAP 150
276,ABFRL,Aditya Birla Fashion and Retail Limited,Speciality Retail,True,False,False,INE647O01011,NIFTY MIDCAP 150
277,GODREJPROP,Godrej Properties Limited,Residential Commercial Projects,True,False,False,INE484J01027,NIFTY MIDCAP 150
278,PATANJALI,Patanjali Foods Limited,Edible Oil,False,False,False,INE619A01035,NIFTY MIDCAP 150
279,OIL,Oil India Limited,Oil Exploration & Production,False,False,False,INE274J01014,NIFTY MIDCAP 150
280,EXIDEIND,Exide Industries Limited,Auto Components & Equipments,True,False,False,INE302A01020,NIFTY MIDCAP 150
281,BHARATFORG,Bharat Forge Limited,Auto Components & Equipments,True,False,False,INE465A01025,NIFTY MIDCAP 150
282,FORTIS,Fortis Healthcare Limited,Hospital,False,False,False,INE061F01013,NIFTY MIDCAP 150
283,HINDZINC,Hindustan Zinc Limited,Zinc,False,False,False,INE267A01025,NIFTY MIDCAP 150
284,POWERINDIA,Hitachi Energy India Limited,Heavy Electrical Equipment,False,False,False,INE07Y701011,NIFTY MIDCAP 150
285,MARICO,Marico Limited,Edible Oil,True,False,False,INE196A01026,NIFTY MIDCAP 150
286,JSWINFRA,JSW Infrastructure Limited,Port & Port services,False,False,False,INE880J01026,NIFTY MIDCAP 150
287,POLYCAB,Polycab India Limited,Cables - Electricals,True,False,False,INE455K01017,NIFTY MIDCAP 150
288,DELHIVERY,Delhivery Limited,Logistics Solution Provider,False,False,False,INE148O01028,NIFTY MIDCAP 150
289,CGPOWER,CG Power and Industrial Solutions Limited,Heavy Electrical Equipment,False,False,False,INE067A01029,NIFTY MIDCAP 150
290,INDUSTOWER,Indus Towers Limited,Telecom - Infrastructure,True,False,False,INE121J01017,NIFTY MIDCAP 150
291,OFSS,Oracle Financial Services Software Limited,Software Products,True,False,False,INE881D01027,NIFTY MIDCAP 150
292,DALBHARAT,Dalmia Bharat Limited,Cement & Cement Products,True,False,False,INE00R701025,NIFTY MIDCAP 150
293,UBL,United Breweries Limited,Breweries & Distilleries,True,False,False,INE686F01025,NIFTY MIDCAP 150
294,IDBI,IDBI Bank Limited,Private Sector Bank,False,False,False,INE008A08093,NIFTY MIDCAP 150
295,CONCOR,Container Corporation of India Limited,Logistics Solution Provider,True,False,False,INE111A01025,NIFTY MIDCAP 150
296,AWL,Adani Wilmar Limited,Edible Oil,False,False,False,INE699H01024,NIFTY MIDCAP 150
297,VOLTAS,Voltas Limited,Household Appliances,True,False,False,INE226A01021,NIFTY MIDCAP 150
298,GMRINFRA,GMR Airports Infrastructure Limited,Airport & Airport services,True,False,False,INE776C01039,NIFTY MIDCAP 150
299,LTF,L&T Finance Limited,Investment Company,True,False,False,INE498L01015,NIFTY MIDCAP 150
300,SJVN,SJVN Limited,Power Generation,False,False,False,INE002L01015,NIFTY MIDCAP 150
301,AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,False,False,False,INE031B01049,NIFTY MIDCAP 150
302,LUPIN,Lupin Limited,Pharmaceuticals,True,False,False,INE326A01037,NIFTY MIDCAP 150
303,KPRMILL,K.P.R. Mill Limited,Other Textile Products,False,False,False,INE930H01031,NIFTY MIDCAP 150
304,GICRE,General Insurance Corporation of India,General Insurance,False,False,False,INE481Y01014,NIFTY MIDCAP 150
305,MAHABANK,Bank of Maharashtra,Public Sector Bank,False,False,False,INE457A01014,NIFTY MIDCAP 150
306,LLOYDSME,Lloyds Metals And Energy Limited,Sponge Iron,False,False,False,INE281B01032,NIFTY MIDCAP 150
307,MEDANTA,Global Health Limited,Hospital,False,False,False,INE474Q01031,NIFTY MIDCAP 150
308,KEI,KEI Industries Limited,Cables - Electricals,False,False,False,INE878B01027,NIFTY MIDCAP 150
309,LINDEINDIA,Linde India Limited,Industrial Gases,False,False,False,INE473A01011,NIFTY MIDCAP 150
310,SUNDRMFAST,Sundram Fasteners Limited,Auto Components & Equipments,False,False,False,INE387A01021,NIFTY MIDCAP 150
311,BANDHANBNK,Bandhan Bank Limited,Private Sector Bank,True,False,False,INE545U01014,NIFTY MIDCAP 150
312,PAGEIND,Page Industries Limited,Garments & Apparels,True,False,False,INE761H01022,NIFTY MIDCAP 150
313,ENDURANCE,Endurance Technologies Limited,Auto Components & Equipments,False,False,False,INE913H01037,NIFTY MIDCAP 150
314,MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries & Marketing,False,False,False,INE103A01014,NIFTY MIDCAP 150
315,PETRONET,Petronet LNG Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE347G01014,NIFTY MIDCAP 150
316,THERMAX,Thermax Limited,Heavy Electrical Equipment,False,False,False,INE152A01029,NIFTY MIDCAP 150
317,FEDERALBNK,The Federal Bank  Limited,Private Sector Bank,True,False,False,INE171A01029,NIFTY MIDCAP 150
318,ABBOTINDIA,Abbott India Limited,Pharmaceuticals,True,False,False,INE358A01014,NIFTY MIDCAP 150
319,PIIND,PI Industries Limited,Pesticides & Agrochemicals,True,False,False,INE603J01030,NIFTY MIDCAP 150
320,HONAUT,Honeywell Automation India Limited,Industrial Products,False,False,False,INE671A01010,NIFTY MIDCAP 150
321,INDIANB,Indian Bank,Public Sector Bank,False,False,False,INE562A01011,NIFTY MIDCAP 150
322,JKCEMENT,JK Cement Limited,Cement & Cement Products,True,False,False,INE823G01014,NIFTY MIDCAP 150
323,NIACL,The New India Assurance Company Limited,General Insurance,False,False,False,INE470Y01017,NIFTY MIDCAP 150
324,COFORGE,Coforge Limited,Computers - Software & Consulting,True,False,False,INE591G01017,NIFTY MIDCAP 150
325,TATAINVEST,Tata Investment Corporation Limited,Investment Company,False,False,False,INE672A13013,NIFTY MIDCAP 150
326,TATAELXSI,Tata Elxsi Limited,Computers - Software & Consulting,False,False,False,INE670A01012,NIFTY MIDCAP 150
327,LICHSGFIN,LIC Housing Finance Limited,Housing Finance Company,True,False,False,INE115A01026,NIFTY MIDCAP 150
328,ALKEM,Alkem Laboratories Limited,Pharmaceuticals,True,False,False,INE540L01014,NIFTY MIDCAP 150
329,ACC,ACC Limited,Cement & Cement Products,True,False,False,INE012A01025,NIFTY MIDCAP 150
330,TATATECH,Tata Technologies Limited,IT Enabled Services,False,False,False,INE142M01025,NIFTY MIDCAP 150
331,HDFCAMC,HDFC Asset Management Company Limited,Asset Management Company,True,False,False,INE127D01025,NIFTY MIDCAP 150
332,YESBANK,Yes Bank Limited,Private Sector Bank,False,False,False,INE528G01035,NIFTY MIDCAP 150
333,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,True,False,False,INE406A01037,NIFTY MIDCAP 150
334,MANKIND,Mankind Pharma Limited,Pharmaceuticals,False,False,False,INE634S01028,NIFTY MIDCAP 150
335,PERSISTENT,Persistent Systems Limited,Computers - Software & Consulting,True,False,False,INE262H01021,NIFTY MIDCAP 150
336,DEEPAKNTR,Deepak Nitrite Limited,Specialty Chemicals,True,False,False,INE288B01029,NIFTY MIDCAP 150
337,APOLLOTYRE,Apollo Tyres Limited,Tyres & Rubber Products,True,False,False,INE438A01022,NIFTY MIDCAP 150
338,IDFCFIRSTB,IDFC First Bank Limited,Private Sector Bank,True,False,False,INE092T08CF9,NIFTY MIDCAP 150
339,GUJGASLTD,Gujarat Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE844O01030,NIFTY MIDCAP 150
340,SRF,SRF Limited,Specialty Chemicals,True,False,False,INE647A01010,NIFTY MIDCAP 150
341,TATACOMM,Tata Communications Limited,Telecom - Cellular & Fixed line services,True,False,False,INE151A01013,NIFTY MIDCAP 150
342,KALYANKJIL,Kalyan Jewellers India Limited,Gems Jewellery And Watches,False,False,False,INE303R01014,NIFTY MIDCAP 150
343,OBEROIRLTY,Oberoi Realty Limited,Residential Commercial Projects,True,False,False,INE093I01010,NIFTY MIDCAP 150
344,BIOCON,Biocon Limited,Pharmaceuticals,True,False,False,INE376G01013,NIFTY MIDCAP 150
345,SYNGENE,Syngene International Limited,Healthcare Research Analytics & Technology,True,False,False,INE398R01022,NIFTY MIDCAP 150
346,SUPREMEIND,Supreme Industries Limited,Plastic Products - Industrial,False,False,False,INE195A01028,NIFTY MIDCAP 150
347,BAYERCROP,Bayer Cropscience Limited,Pesticides & Agrochemicals,False,False,False,INE462A01022,NIFTY MIDCAP 150
348,BERGEPAINT,Berger Paints (I) Limited,Paints,True,False,False,INE463A01038,NIFTY MIDCAP 150
349,TORNTPOWER,Torrent Power Limited,Integrated Power Utilities,False,False,False,INE813H01021,NIFTY MIDCAP 150
350,3MINDIA,3M India Limited,Diversified,False,False,False,INE470A01017,NIFTY MIDCAP 150
351,GODREJIND,Godrej Industries Limited,Diversified,False,False,False,INE233A01035,NIFTY MIDCAP 150
352,MPHASIS,MphasiS Limited,Computers - Software & Consulting,True,False,False,INE356A01018,NIFTY MIDCAP 150
353,COLPAL,Colgate Palmolive (India) Limited,Personal Care,True,False,False,INE259A01022,NIFTY MIDCAP 150
354,NAM-INDIA,Nippon Life India Asset Management Limited,Asset Management Company,False,False,False,INE298J01013,NIFTY MIDCAP 150
355,TIINDIA,Tube Investments of India Limited,Auto Components & Equipments,False,False,False,INE974X01010,NIFTY MIDCAP 150
356,TATACHEM,Tata Chemicals Limited,Commodity Chemicals,True,False,False,INE344201012,NIFTY MIDCAP 150
357,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Auto Components & Equipments,False,False,False,INE342J01019,NIFTY MIDCAP 150
358,KPITTECH,KPIT Technologies Limited,Computers - Software & Consulting,False,False,False,INE04I401011,NIFTY MIDCAP 150
359,EMAMILTD,Emami Limited,Personal Care,False,False,False,INE548C01032,NIFTY MIDCAP 150
360,MRF,MRF Limited,Tyres & Rubber Products,True,False,False,INE883A01011,NIFTY MIDCAP 150
361,ASTRAL,Astral Limited,Plastic Products - Industrial,True,False,False,INE006I01046,NIFTY MIDCAP 150
362,SCHAEFFLER,Schaeffler India Limited,Auto Components & Equipments,False,False,False,INE513A01022,NIFTY MIDCAP 150
363,ESCORTS,Escorts Kubota Limited,Tractors,True,False,False,INE042A07052,NIFTY MIDCAP 150
364,METROBRAND,Metro Brands Limited,Footwear,False,False,False,INE317I01021,NIFTY MIDCAP 150
365,COROMANDEL,Coromandel International Limited,Fertilizers,True,False,False,INE169A08010,NIFTY MIDCAP 150
366,SKFINDIA,SKF India Limited,Abrasives & Bearings,False,False,False,INE640A01023,NIFTY MIDCAP 150
367,BANKINDIA,Bank of India,Public Sector Bank,False,False,False,INE084A01016,NIFTY MIDCAP 150
368,SUNDARMFIN,Sundaram Finance Limited,Non Banking Financial Company (NBFC),False,False,False,INE660A01013,NIFTY MIDCAP 150
369,MSUMI,Motherson Sumi Wiring India Limited,Auto Components & Equipments,False,False,False,INE0FS801015,NIFTY MIDCAP 150
370,SUNTV,Sun TV Network Limited,TV Broadcasting & Software Production,True,False,False,INE424H01027,NIFTY MIDCAP 150
371,PGHH,Procter & Gamble Hygiene and Health Care Limited,Personal Care,False,False,False,INE179A01014,NIFTY MIDCAP 150
372,ASHOKLEY,Ashok Leyland Limited,Commercial Vehicles,True,False,False,INE208A01029,NIFTY MIDCAP 150
373,SBICARD,SBI Cards and Payment Services Limited,Non Banking Financial Company (NBFC),True,False,False,INE018E01016,NIFTY MIDCAP 150
374,MUTHOOTFIN,Muthoot Finance Limited,Non Banking Financial Company (NBFC),True,False,False,INE414G07233,NIFTY MIDCAP 150
375,MFSL,Max Financial Services Limited,Life Insurance,True,False,False,INE180A01020,NIFTY MIDCAP 150
376,AIAENG,AIA Engineering Limited,Castings & Forgings,False,False,False,INE212H01026,NIFTY MIDCAP 150
377,HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE169701013,NIFTY MIDCAP 150
378,LTTS,L&T Technology Services Limited,IT Enabled Services,True,False,False,INE010V01017,NIFTY MIDCAP 150
379,NYKAA,FSN E-Commerce Ventures Limited,E-Retail/ E-Commerce,False,False,False,INE388Y01029,NIFTY MIDCAP 150
380,UNOMINDA,UNO Minda Limited,Auto Components & Equipments,False,False,False,INE405E01023,NIFTY MIDCAP 150
381,CARBORUNIV,Carborundum Universal Limited,Abrasives & Bearings,False,False,False,INE120A01034,NIFTY MIDCAP 150
382,SONACOMS,Sona BLW Precision Forgings Limited,Auto Components & Equipments,False,False,False,INE073K01018,NIFTY MIDCAP 150
383,JUBLFOOD,Jubilant Foodworks Limited,Restaurants,True,False,False,INE797F01020,NIFTY MIDCAP 150
384,TIMKEN,Timken India Limited,Abrasives & Bearings,False,False,False,INE325A01013,NIFTY MIDCAP 150
385,UPL,UPL Limited,Pesticides & Agrochemicals,True,False,False,INE628A01036,NIFTY MIDCAP 150
386,ABCAPITAL,Aditya Birla Capital Limited,Investment Company,True,False,False,INE674K01013,NIFTY MIDCAP 150
387,AUBANK,AU Small Finance Bank Limited,Other Bank,True,False,False,INE949L01017,NIFTY MIDCAP 150
388,M&MFIN,Mahindra & Mahindra Financial Services Limited,Non Banking Financial Company (NBFC),True,False,False,INE774D08MG3,NIFTY MIDCAP 150
389,STARHEALTH,Star Health and Allied Insurance Company Limited,General Insurance,False,False,False,INE575P01011,NIFTY MIDCAP 150
390,GLAND,Gland Pharma Limited,Pharmaceuticals,False,False,False,INE068V01023,NIFTY MIDCAP 150
391,POONAWALLA,Poonawalla Fincorp Limited,Non Banking Financial Company (NBFC),False,False,False,INE511C01022,NIFTY MIDCAP 150
392,SAIL,Steel Authority of India Limited,Iron & Steel,True,False,False,INE114A01011,NIFTY MIDCAP 150
393,PHOENIXLTD,The Phoenix Mills Limited,Residential Commercial Projects,False,False,False,INE211B01039,NIFTY MIDCAP 150
394,JSL,Jindal Stainless Limited,Iron & Steel,False,False,False,INE220G01021,NIFTY MIDCAP 150
395,IGL,Indraprastha Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE203G01027,NIFTY MIDCAP 150
396,GRINDWELL,Grindwell Norton Limited,Abrasives & Bearings,False,False,False,INE536A01023,NIFTY MIDCAP 150
397,APLAPOLLO,APL Apollo Tubes Limited,Iron & Steel Products,False,False,False,INE702C01027,NIFTY MIDCAP 150
398,POLICYBZR,PB Fintech Limited,Financial Technology (Fintech),False,False,False,INE417T01026,NIFTY MIDCAP 150
399,NMDC,NMDC Limited,Industrial Minerals,True,False,False,INE584A01023,NIFTY MIDCAP 150
400,HFCL,HFCL Limited,Telecom - Infrastructure,False,False,False,INE548A01028,NIFTY SMALLCAP 50
401,CAMS,Computer Age Management Services Limited,Depositories Clearing Houses and Other Intermediaries,False,False,False,INE596I01012,NIFTY SMALLCAP 50
402,INDIAMART,Indiamart Intermesh Limited,Internet & Catalogue Retail,True,False,False,INE933S01016,NIFTY SMALLCAP 50
403,TEJASNET,Tejas Networks Limited,Telecom - Equipment & Accessories,False,False,False,INE010J01012,NIFTY SMALLCAP 50
404,GESHIP,The Great Eastern Shipping Company Limited,Shipping,False,False,False,INE017A01032,NIFTY SMALLCAP 50
405,IIFL,IIFL Finance Limited,Non Banking Financial Company (NBFC),False,False,False,INE530B07138,NIFTY SMALLCAP 50
406,MCX,Multi Commodity Exchange of India Limited,Exchange and Data Platform,True,False,False,INE745G01035,NIFTY SMALLCAP 50
407,ATUL,Atul Limited,Specialty Chemicals,True,False,False,INE100A01010,NIFTY SMALLCAP 50
408,GLENMARK,Glenmark Pharmaceuticals Limited,Pharmaceuticals,True,False,False,INE935A01035,NIFTY SMALLCAP 50
409,CESC,CESC Limited,Integrated Power Utilities,False,False,False,INE486A01021,NIFTY SMALLCAP 50
410,PVRINOX,PVR INOX Limited,Film Production Distribution & Exhibition,True,False,False,INE191H01014,NIFTY SMALLCAP 50
411,RBLBANK,RBL Bank Limited,Private Sector Bank,True,False,False,INE976G01028,NIFTY SMALLCAP 50
412,IEX,Indian Energy Exchange Limited,Exchange and Data Platform,True,False,False,INE022Q01020,NIFTY SMALLCAP 50
413,ANGELONE,Angel One Limited,Stockbroking & Allied,False,False,False,INE732I01013,NIFTY SMALLCAP 50
414,PPLPHARMA,Piramal Pharma Limited,Pharmaceuticals,False,False,False,INE0DK501011,NIFTY SMALLCAP 50
415,FINCABLES,Finolex Cables Limited,Cables - Electricals,False,False,False,INE235A01022,NIFTY SMALLCAP 50
416,CENTURYTEX,Century Textiles & Industries Limited,Paper & Paper Products,False,False,False,INE055A01016,NIFTY SMALLCAP 50
417,PEL,Piramal Enterprises Limited,Non Banking Financial Company (NBFC),True,False,False,INE140A08SY3,NIFTY SMALLCAP 50
418,LAURUSLABS,Laurus Labs Limited,Pharmaceuticals,True,False,False,INE947Q01028,NIFTY SMALLCAP 50
419,CASTROLIND,Castrol India Limited,Lubricants,False,False,False,INE172A01027,NIFTY SMALLCAP 50
420,ZENSARTECH,Zensar Technologies Limited,Computers - Software & Consulting,False,False,False,INE520A01027,NIFTY SMALLCAP 50
